#{"t_start": 1619470822.6716092, "env_id": null}
r,l,t
-0.218833,2,8170.183151
-0.044833,1,8175.438156
-0.044667,1,8181.164164
-0.218333,2,8189.623173
-0.218833,2,8197.140165
-0.605,3,8208.335182
-0.218333,2,8216.823174
-1.281167,4,8229.531184
-0.235833,2,8237.288156
-0.607167,3,8246.980182
-1.276333,4,8258.016154
-0.212833,2,8266.181157
-0.618667,3,8276.302154
-1.297167,4,8290.030161
-0.597667,3,8300.654169
-0.218333,2,8308.228155
-0.204833,2,8315.599167
-1.2905,4,8327.976168
-0.0485,1,8332.972155
-0.0485,1,8337.995154
-0.218333,2,8346.529154
-0.044833,1,8351.797465
-0.2195,2,8359.772458
-0.609667,3,8370.148458
-0.607667,3,8380.326482
-0.605,3,8390.370464
-0.22,2,8398.617482
-0.047833,1,8404.543472
-0.0475,1,8409.508452
-0.2055,2,8416.983457
-1.295667,4,8428.478488
-0.045,1,8433.852465
-0.209,2,8441.786458
-0.219667,2,8449.350487
-0.2055,2,8457.589453
-0.211833,2,8464.756456
-0.044667,1,8470.459481
-0.218333,2,8478.989477
-0.214833,2,8486.448462
-0.219167,2,8493.948459
-0.218333,2,8502.473462
-0.6045,3,8513.245472
-0.605167,3,8523.838474
-0.218333,2,8532.363461
-0.605167,3,8543.011463
-0.044833,1,8548.288482
-0.6235,3,8558.268473
-0.608,3,8567.073462
-1.295,4,8579.644473
-0.045333,1,8585.458457
-0.6115,3,8595.62447
-0.048167,1,8601.174482
-0.045,1,8606.505467
-0.044667,1,8612.241458
-0.217167,2,8618.912473
-0.608,3,8629.046472
-0.607667,3,8639.38546
-0.219833,2,8647.463472
-0.619,3,8657.788483
-0.5975,3,8667.403455
-0.047,1,8672.895482
-0.044667,1,8678.610482
-0.6005,3,8688.175486
-1.297167,4,8701.066482
-1.278667,4,8714.033456
-0.044667,1,8719.833475
-0.606667,3,8730.495483
-0.605167,3,8741.273459
-1.265667,4,8753.888461
-0.218333,2,8761.469474
-0.205167,2,8768.073482
-0.602833,3,8778.307482
-0.046167,1,8783.644482
-0.045167,1,8789.363483
-0.218333,2,8797.869455
-0.219,2,8806.319462
-0.044667,1,8812.039454
-0.045167,1,8817.875455
-0.234,2,8824.693482
-0.218333,2,8832.716456
-1.2975,4,8845.981459
-0.218333,2,8854.444463
-0.607667,3,8864.581459
-0.608,3,8874.849462
-1.291167,4,8887.608474
-0.044833,1,8892.986461
-0.044667,1,8898.712463
-0.045333,1,8904.518453
-1.283333,4,8917.042453
-0.2205,2,8924.293485
-0.6015,3,8934.275462
-0.044667,1,8940.208482
-0.6045,3,8950.760482
-0.044667,1,8956.488472
-0.218167,2,8964.517453
-0.047833,1,8969.480422
-0.604833,3,8980.322419
-1.2965,4,8992.76243
-0.044833,1,8998.043412
-0.204833,2,9005.012404
-2.322667,5,9019.67041
-0.624667,3,9029.110411
-0.219167,2,9036.667429
-0.219667,2,9044.765429
-0.219833,2,9052.75741
-0.046,1,9058.565429
-0.219667,2,9066.653429
-0.6065,3,9077.229411
-0.607667,3,9087.877429
-0.045333,1,9093.642407
-1.283833,4,9106.300433
-0.6065,3,9116.618429
-1.289833,4,9129.005408
-0.044667,1,9134.811115
-0.218167,2,9142.904132
-0.046,1,9148.743121
-0.6065,3,9159.048112
-0.6065,3,9170.213119
-0.044667,1,9176.017125
-0.624333,3,9186.510429
-1.296,4,9199.444437
-0.047333,1,9204.872434
-0.609333,3,9214.737447
-0.606333,3,9224.389433
-0.219167,2,9232.935117
-0.044833,1,9238.334109
-1.2915,4,9251.106112
-0.217667,2,9259.676117
-0.218833,2,9267.308113
-0.218333,2,9275.011114
-0.6045,3,9286.23611
-0.2195,2,9293.868129
-0.217667,2,9302.196116
-0.219667,2,9309.974128
-0.044833,1,9315.34911
-0.218833,2,9323.023112
-0.217667,2,9331.632124
-0.044667,1,9337.443119
-0.218833,2,9345.570112
-0.044833,1,9350.96211
-0.0455,1,9356.325131
-0.218333,2,9364.914114
-2.3495,5,9379.282117
-0.220167,2,9386.976111
-0.045333,1,9392.366109
-0.624,3,9402.463112
-0.047333,1,9407.503109
-0.618833,3,9417.473118
-1.299,4,9428.612128
-0.045,1,9434.02311
-0.047,1,9439.507109
-0.045167,1,9445.420129
-0.6065,3,9455.697109
-0.628167,3,9466.70111
-0.6045,3,9477.212129
-0.218333,2,9484.840128
-0.204833,2,9492.311129
-0.046,1,9498.268112
-0.044667,1,9504.052113
-0.6045,3,9514.384112
-0.2195,2,9521.236112
-0.0485,1,9526.28111
-0.219667,2,9533.639117
-2.329,5,9548.654111
-0.219167,2,9556.43911
-0.046667,1,9562.411114
-0.6045,3,9573.684112
-1.2975,4,9586.608109
-0.045,1,9592.119113
-1.283667,4,9604.675118
-0.220167,2,9612.34111
-0.605833,3,9622.73411
-0.044833,1,9628.085117
-0.045167,1,9633.960115
-0.045167,1,9639.802109
-0.229833,2,9647.549109
-0.604167,3,9657.150143
-0.2195,2,9665.182112
-0.045333,1,9670.510112
-0.625167,3,9680.632114
-0.612167,3,9690.419138
-0.597667,3,9699.74911
-0.044833,1,9705.167109
-1.289833,4,9718.422108
-0.6115,3,9728.624112
-0.219167,2,9736.310117
-0.225167,2,9744.000109
-0.6215,3,9752.587113
-0.607,3,9762.92711
-0.218333,2,9771.472116
-0.046333,1,9777.417138
-0.6035,3,9787.599123
-1.276167,4,9800.885113
-0.219667,2,9809.152111
-0.044667,1,9814.96611
-0.611,3,9826.097109
-1.307833,4,9839.497615
-0.047167,1,9845.360622
-0.5895,3,9855.845622
-0.220167,2,9863.476612
-0.218333,2,9871.907623
-0.6045,3,9883.025615
-0.218833,2,9891.05061
-0.045333,1,9896.81662
-0.218833,2,9904.425621
-0.221,2,9911.489619
-0.218833,2,9919.198621
-0.217667,2,9927.769609
-0.045333,1,9933.542619
-0.6045,3,9944.230607
-0.044667,1,9950.030618
-0.601167,3,9958.972634
-1.2975,4,9971.609495
-0.218833,2,9979.656496
-0.220167,2,9987.237524
-0.2195,2,9995.259512
-0.044667,1,10001.056522
-0.218333,2,10009.0735
-0.044667,1,10014.800498
-0.218333,2,10023.315516
-0.047833,1,10029.206514
-0.219667,2,10037.294497
-0.218833,2,10045.328511
-0.2195,2,10052.488524
-1.2905,4,10064.745501
-0.046,1,10070.617496
-0.044667,1,10076.348515
-0.045,1,10081.182523
-1.2865,4,10093.940501
-0.620833,3,10102.444521
-0.044833,1,10107.724511
-0.220167,2,10115.395522
-0.6065,3,10125.609503
-0.044667,1,10131.337522
-0.047833,1,10137.295502
-0.599,3,10148.453495
-0.622833,3,10158.459497
-0.045333,1,10164.215502
-0.614167,3,10174.075521
-0.5855,3,10185.098524
-0.5945,3,10195.178522
-1.311,4,10206.815492
-0.605833,3,10217.488521
-0.620333,3,10227.389522
-0.2185,2,10234.86252
-1.265,4,10247.723512
-0.603,3,10257.8695
-0.0485,1,10262.519524
-1.291333,4,10274.8035
-0.044667,1,10280.542511
-0.2195,2,10287.70349
-0.218333,2,10296.150504
-0.044667,1,10301.881501
-0.219,2,10310.432514
-0.218333,2,10318.8985
-0.218833,2,10326.414496
-0.047833,1,10332.390499
-0.210333,2,10340.790492
-0.046833,1,10346.155497
-0.198333,2,10354.449499
-1.308833,4,10366.476521
-0.218333,2,10374.925525
-0.044667,1,10380.713512
-0.234667,2,10388.058496
-0.045333,1,10393.824492
-0.044833,1,10399.162497
-0.044667,1,10404.929513
-0.048167,1,10410.413379
-0.218333,2,10418.089386
-0.608,3,10426.871396
-0.044833,1,10432.192552
-0.6095,3,10442.219528
-0.045167,1,10448.033528
-0.218333,2,10456.564527
-1.299,4,10467.64153
-0.048167,1,10473.141531
-0.045,1,10478.024538
-0.2055,2,10486.024527
-0.045,1,10490.909528
-0.228,2,10498.230531
-0.045,1,10503.177531
-0.2195,2,10511.294526
-0.044667,1,10517.123533
-0.219,2,10525.735533
-0.2055,2,10533.246531
-0.618667,3,10542.790527
-0.045,1,10548.261528
-0.612167,3,10558.973527
-0.046333,1,10564.892524
-0.045333,1,10569.430555
-0.611167,3,10579.289547
-1.28,4,10592.091531
-0.218167,2,10599.815466
-1.291833,4,10612.221482
-0.044667,1,10617.972468
-0.605833,3,10628.247479
-0.6035,3,10637.918461
-0.0475,1,10643.465481
-1.2895,4,10656.680465
-0.2195,2,10664.851479
-0.6035,3,10675.210469
-0.2195,2,10683.281461
-0.215833,2,10690.01349
-0.045,1,10695.103479
-0.218333,2,10703.35446
-0.045,1,10708.856478
-0.219167,2,10716.675479
-0.2195,2,10724.03948
-0.045167,1,10729.958478
-0.6045,3,10739.976464
-0.0485,1,10744.97348
-0.605833,3,10755.392479
-0.046,1,10761.494482
-0.619,3,10771.649467
-1.299,4,10785.062481
-0.605167,3,10795.892487
-0.239,2,10802.917479
-0.045,1,10808.38148
-0.218333,2,10816.594479
-0.219667,2,10824.700479
-0.618333,3,10835.580479
-0.606667,3,10845.452478
-0.219667,2,10853.536465
-0.218333,2,10862.092488
-0.044667,1,10867.965479
-1.293667,4,10880.402468
-0.218333,2,10888.558478
-0.605167,3,10899.227483
-0.044667,1,10905.021468
-0.044667,1,10910.87448
-0.623667,3,10921.771463
-1.292167,4,10934.001479
-0.609667,3,10944.279479
-0.219833,2,10950.536487
-0.044833,1,10955.941478
-0.22,2,10964.177482
-0.218333,2,10972.293468
-0.046667,1,10978.19748
-0.607,3,10988.975468
-0.219,2,10997.543479
-2.364833,5,11010.909479
-0.045,1,11016.277481
-0.044667,1,11022.059469
-0.044667,1,11027.930474
-0.045,1,11033.287478
-0.219167,2,11040.897479
-1.2945,4,11051.709469
-0.218833,2,11059.32848
-0.2195,2,11066.508479
-1.299,4,11079.911468
-1.216333,4,11091.824478
-1.261167,4,11105.002469
-0.045333,1,11110.423481
-0.623667,3,11120.917481
-0.6095,3,11131.69447
-0.047,1,11137.17048
-0.614167,3,11147.115482
-0.218333,2,11154.885468
-1.291833,4,11168.162478
-0.217,2,11176.20348
-0.044833,1,11181.586479
-0.048167,1,11187.08148
-0.045,1,11191.986466
-0.5985,3,11202.701468
-0.623,3,11213.577488
-0.046,1,11219.438478
-0.606667,3,11229.735489
-0.219167,2,11236.833468
-0.218167,2,11244.86248
-1.297667,4,11257.692479
-0.046833,1,11263.118479
-0.218333,2,11271.660468
-0.046667,1,11276.691478
-0.6205,3,11286.668491
-0.6075,3,11296.917466
-0.045167,1,11302.80348
-0.218833,2,11310.418478
-1.294,4,11323.241488
-0.217667,2,11331.337479
-0.6135,3,11341.677489
-2.256333,5,11354.507461
-0.214833,2,11362.52748
-0.218333,2,11371.209465
-0.045333,1,11377.336469
-0.6045,3,11388.116469
-0.219,2,11396.673463
-0.205,2,11405.136481
-1.291167,4,11417.752479
-0.218833,2,11425.875469
-0.619,3,11436.281478
-0.044833,1,11441.608462
-0.047167,1,11447.60548
-1.298333,4,11460.095479
-0.044833,1,11465.418462
-0.218833,2,11473.16748
-0.621833,3,11483.284487
-0.218833,2,11490.902463
-0.046,1,11496.855491
-0.044833,1,11502.200469
-0.219167,2,11509.848478
-0.218333,2,11517.660467
-0.608,3,11527.870487
-0.219667,2,11535.97849
-1.2945,4,11548.98248
-0.218833,2,11557.05346
-0.044667,1,11562.843479
-0.605,3,11573.155471
-0.044833,1,11578.473773
-0.045333,1,11583.798463
-0.045333,1,11589.696481
-0.044833,1,11595.03748
-0.587,3,11605.160463
-0.220167,2,11613.375478
-0.044667,1,11619.16147
-0.044667,1,11624.947481
-1.2685,4,11638.124465
-0.605833,3,11648.802481
-1.294833,4,11660.761479
-0.049167,1,11665.937478
-0.044833,1,11671.258465
-0.5865,3,11682.290462
-0.217667,2,11690.938488
-2.338667,5,11705.232469
-0.6065,3,11715.616492
-0.048167,1,11721.126479
-0.205167,2,11728.541479
-0.044667,1,11734.418479
-0.219167,2,11742.491467
-0.045,1,11747.390462
-1.2865,4,11760.44548
-0.211667,2,11768.87748
-0.045167,1,11774.689479
-0.605167,3,11785.87748
-2.366,5,11799.297482
-0.048167,1,11804.825482
-0.044833,1,11810.224479
-0.217667,2,11818.732461
-2.374333,5,11833.531482
-0.6065,3,11844.213468
-0.218333,2,11852.277469
-0.218333,2,11860.868479
-2.326333,5,11876.13248
-0.045333,1,11881.949467
-0.6165,3,11892.556483
-0.607667,3,11902.324478
-0.219167,2,11909.470479
-0.218833,2,11917.600468
-0.046833,1,11923.023479
-0.227167,2,11930.302479
-0.218833,2,11938.387479
-0.045,1,11943.751461
-0.044667,1,11949.605479
-0.218833,2,11957.280478
-1.2905,4,11970.087481
-0.2195,2,11977.346478
-1.289833,4,11990.608459
-1.2175,4,12002.639478
-0.588667,3,12013.309468
-0.219833,2,12021.415472
-0.046,1,12027.291478
-0.045167,1,12033.189468
-1.311,4,12044.923481
-0.211667,2,12053.586463
-1.2975,4,12065.388478
-0.609167,3,12076.031465
-0.0485,1,12081.080994
-0.044667,1,12086.817992
-0.047333,1,12091.761981
-0.047167,1,12096.796993
-0.044833,1,12102.073994
-0.220333,2,12109.615993
-0.205,2,12117.966988
-0.044667,1,12123.699981
-0.044667,1,12129.422983
-0.044667,1,12135.200644
-0.209167,2,12142.325648
-0.044667,1,12148.121644
-1.213333,4,12161.319642
-0.217667,2,12169.374642
-1.267,4,12182.742647
-0.609167,3,12193.512648
-0.044667,1,12199.345642
-0.219667,2,12207.500649
-0.219,2,12216.146646
-1.287667,4,12228.686644
-0.044667,1,12234.432648
-0.6065,3,12244.691649
-0.218,2,12252.337644
-0.614667,3,12263.266642
-0.218333,2,12271.80266
-0.623667,3,12282.272661
-0.218333,2,12290.402645
-0.219833,2,12297.548643
-0.5995,3,12307.386642
-0.218833,2,12315.038646
-1.289833,4,12327.854645
-0.219,2,12336.000661
-1.309333,4,12348.161641
-0.045,1,12353.061642
-0.605167,3,12364.305643
-0.218833,2,12372.362642
-0.044667,1,12378.188642
-1.293833,4,12391.661642
-0.2195,2,12399.738661
-0.219,2,12407.894641
-0.2195,2,12416.084641
-0.046,1,12421.978649
-0.218833,2,12430.036651
-0.045833,1,12435.004644
-0.219833,2,12442.184645
-0.605833,3,12452.841645
-0.618667,3,12462.860662
-0.217,2,12471.174652
-0.6065,3,12481.857646
-0.0455,1,12487.356644
-1.313167,4,12500.463642
-0.044667,1,12506.311649
-0.216167,2,12513.577674
-0.605167,3,12523.792642
-0.218333,2,12532.375644
-0.607667,3,12543.085643
-0.044667,1,12548.90665
-0.046,1,12554.727645
-0.2155,2,12562.847651
-0.212333,2,12571.308773
-0.218833,2,12579.431773
-0.218333,2,12587.627755
-1.286833,4,12600.015756
-2.380833,5,12614.257758
-0.217667,2,12622.830759
-1.294,4,12634.723754
-0.0455,1,12640.217755
-0.623667,3,12651.067759
-1.2975,4,12664.101759
-0.203,2,12672.451754
-0.219833,2,12679.208584
-0.045167,1,12685.095575
-0.628833,3,12695.064762
-0.59,3,12705.65178
-0.044667,1,12711.469772
-0.218333,2,12719.931771
-0.218333,2,12728.381768
-1.277167,4,12740.689753
-0.045167,1,12746.457781
-0.048167,1,12751.892765
-0.6035,3,12761.839761
-0.616833,3,12772.184771
-1.291333,4,12785.589769
-2.3805,5,12799.030759
-0.047333,1,12804.05077
-0.218167,2,12812.075756
-0.045333,1,12817.845761
-0.046833,1,12823.214781
-0.044833,1,12828.496755
-0.045167,1,12834.32378
-0.204333,2,12842.19877
-0.2195,2,12850.31877
-0.044667,1,12856.068761
-1.297167,4,12868.31676
-0.218833,2,12875.954752
-0.237833,2,12883.26878
-0.623667,3,12893.646767
-1.302833,4,12906.017779
-0.046,1,12911.83777
-1.299667,4,12925.19377
-0.048167,1,12930.71478
-1.291833,4,12943.524771
-0.218333,2,12950.569767
-0.045333,1,12955.988754
-0.217,2,12964.005753
-0.045,1,12969.338764
-1.286333,4,12982.521779
-0.2195,2,12989.746779
-2.3165,5,13004.04176
-2.3425,5,13017.699752
-0.045,1,13023.023759
-0.219,2,13031.553761
-0.622833,3,13042.385779
-0.2195,2,13049.546782
-0.044667,1,13055.335765
-0.205167,2,13062.692761
-0.045,1,13067.55476
-0.605667,3,13077.853751
-0.048167,1,13083.292779
-0.218333,2,13091.299753
-1.2605,4,13103.026753
-0.219,2,13111.026759
-0.607667,3,13120.73677
-0.044667,1,13126.549772
-0.044667,1,13132.266763
-0.217667,2,13139.41078
-0.218833,2,13147.512754
-0.219833,2,13154.627779
-0.218833,2,13162.577774
-0.219833,2,13169.718766
-0.045333,1,13175.484761
-0.218333,2,13183.98977
-0.601333,3,13194.239751
-1.294333,4,13207.597781
-0.220167,2,13215.211765
-0.218333,2,13223.294764
-0.618,3,13233.556762
-0.048167,1,13239.120752
-0.6055,3,13249.83276
-0.219667,2,13257.891765
-0.045333,1,13263.73778
-0.044833,1,13269.013779
-0.605167,3,13280.220772
-1.280667,4,13291.802779
-1.285667,4,13303.504779
-0.05,1,13308.155759
-0.044667,1,13313.890779
-0.608,3,13323.548783
-0.6045,3,13334.771759
-0.5825,3,13344.66276
-1.303833,4,13356.171784
-0.046,1,13362.04376
-0.045333,1,13366.503779
-0.047833,1,13372.395759
-0.046667,1,13378.317759
-0.607667,3,13388.59578
-0.218833,2,13396.220764
-1.290333,4,13408.971769
-0.230167,2,13415.664765
-0.044667,1,13421.412779
-0.219167,2,13429.966784
-2.374333,5,13444.318765
-0.044833,1,13449.604779
-0.605667,3,13459.36377
-0.2185,2,13466.88076
-0.202167,2,13475.159767
-0.045,1,13480.585767
-0.219,2,13487.93176
-0.219,2,13496.443761
-0.044667,1,13502.169757
-1.322667,4,13513.914774
-0.044667,1,13519.766528
-0.046,1,13525.649525
-0.045,1,13531.008544
-0.044833,1,13536.415652
-0.218833,2,13544.077655
-0.225167,2,13551.783659
-0.219,2,13560.418658
-1.312,4,13573.06866
-0.045167,1,13578.051654
-0.6115,3,13588.862666
-0.623667,3,13598.862658
-0.619,3,13608.455654
-0.0455,1,13613.884583
-0.046,1,13619.756581
-0.607667,3,13630.139606
-0.605833,3,13641.332584
-1.326167,4,13652.205577
-0.2055,2,13659.742577
-0.045333,1,13665.095582
-0.2195,2,13672.27658
-0.218333,2,13680.444578
-0.608,3,13691.166577
-0.045,1,13696.571577
-0.2195,2,13704.689581
-0.218833,2,13712.767577
-0.045,1,13717.674599
-0.0455,1,13723.109587
-1.2895,4,13735.938581
-0.044667,1,13741.693588
-0.045,1,13747.134585
-1.295667,4,13759.09158
-0.218833,2,13766.69358
-0.603167,3,13776.594581
-0.202333,2,13784.922581
-0.046,1,13790.810576
-0.046667,1,13796.779479
-0.609667,3,13807.534488
-0.606667,3,13818.153484
-0.219,2,13826.262508
-1.274167,4,13839.46049
-0.2195,2,13847.452481
-0.218333,2,13855.980485
-0.045333,1,13861.741507
-0.605833,3,13870.177499
-0.2195,2,13877.748483
-0.218333,2,13885.356499
-0.044833,1,13890.702508
-0.6045,3,13900.870491
-0.044667,1,13906.603508
-1.299833,4,13919.129485
-2.273333,5,13931.844482
-0.605167,3,13942.854488
-0.045,1,13948.258481
-0.219667,2,13955.014498
-0.045,1,13960.329512
-0.607667,3,13970.624498
-0.605167,3,13981.301499
-0.046833,1,13986.795498
-0.044667,1,13992.586488
-0.607167,3,14002.342494
-0.0455,1,14007.285498
-0.606333,3,14018.301486
-0.607667,3,14028.367511
-0.047333,1,14033.390508
-2.3695,5,14048.960485
-0.608167,3,14057.8625
-0.217,2,14065.453485
-0.045333,1,14069.814507
-0.044667,1,14075.556507
-0.044667,1,14082.537624
-0.046833,1,14088.071643
-0.218333,2,14096.7336
-0.628167,3,14107.415792
-0.044833,1,14112.904763
-0.045,1,14119.038782
-0.048167,1,14124.676785
-0.044667,1,14130.537795
-1.291833,4,14142.837783
-0.608,3,14153.557765
-0.605,3,14163.744792
-0.046667,1,14169.681769
-0.612167,3,14179.757796
-0.046667,1,14185.777765
-1.281833,4,14196.043768
-0.044833,1,14201.414772
-0.216333,2,14209.902793
-0.0455,1,14215.212763
-0.2195,2,14223.291783
-0.217667,2,14230.390793
-1.287833,4,14243.086787
-0.044833,1,14248.365775
-0.218333,2,14256.843792
-0.0455,1,14262.275784
-0.044667,1,14268.026768
-0.611,3,14279.122782
-0.218167,2,14286.818793
-0.217667,2,14294.835782
-0.219,2,14302.956783
-0.218833,2,14311.271767
-0.605,3,14322.231768
-0.219833,2,14330.776784
-0.220167,2,14338.632768
-0.203,2,14346.57473
-1.299167,4,14359.383726
-0.607667,3,14369.686739
-0.603,3,14380.033731
-1.2175,4,14392.13773
-0.618333,3,14403.106735
-0.046,1,14409.070758
-0.044667,1,14415.115736
-0.044667,1,14421.019737
-0.045,1,14426.097749
-0.6045,3,14437.320728
-0.6045,3,14448.26485
-1.2975,4,14460.61485
-0.6195,3,14471.414849
-0.219,2,14479.365855
-0.044667,1,14485.287874
-0.0475,1,14490.932853
-0.618667,3,14500.541843
-0.219167,2,14507.779861
-0.218333,2,14515.979872
-0.215667,2,14524.487857
-1.2985,4,14536.506845
-0.044667,1,14542.35885
-0.608,3,14552.629846
-0.218167,2,14560.315852
-0.044667,1,14566.185843
-0.218833,2,14574.293845
-0.6065,3,14584.664845
-0.597667,3,14594.868849
-0.218333,2,14603.629843
-0.218333,2,14611.923845
-0.045,1,14617.322843
-1.2895,4,14628.633847
-0.2205,2,14635.47985
-0.605833,3,14646.223842
-0.044667,1,14652.220861
-0.218333,2,14660.452861
-0.607333,3,14669.926863
-0.219,2,14678.833863
-0.2195,2,14687.177861
-0.605167,3,14697.493854
-1.259833,4,14711.385863
-0.045,1,14716.882857
-0.218333,2,14725.14486
-0.604667,3,14734.056866
-0.046833,1,14739.525877
-0.044667,1,14745.31686
-0.6045,3,14755.387863
-0.220167,2,14762.78386
-0.6,3,14772.942872
-0.605,3,14783.469854
-0.622,3,14792.194863
-0.044667,1,14798.491461
-0.203,2,14806.54096
-0.044833,1,14812.049934
-0.047833,1,14818.232938
-0.218833,2,14826.103936
-0.045333,1,14832.140937
-0.044833,1,14837.65093
-0.044667,1,14843.653941
-0.047833,1,14849.706931
-1.3005,4,14861.740935
-0.230833,2,14869.860934
-0.615833,3,14879.448935
-0.614333,3,14890.083937
-0.045333,1,14896.187958
-1.308333,4,14908.475963
-0.046167,1,14913.963964
-0.045167,1,14919.815966
-0.218167,2,14927.805967
-0.23,2,14934.601981
-0.047333,1,14939.651966
-0.606333,3,14949.414975
-0.617667,3,14960.222976
-1.2905,4,14973.848905
-0.617667,3,14984.769934
-0.218833,2,14992.929309
-0.047833,1,14999.242986
-0.048167,1,15004.823998
-0.218333,2,15012.995989
-0.220167,2,15020.860992
-0.045333,1,15027.020995
-0.620167,3,15037.380998
-0.046667,1,15043.466991
-0.044667,1,15049.724527
-0.601667,3,15060.594408
-0.045,1,15066.172646
-0.0475,1,15071.814232
-0.218833,2,15080.034691
-0.045,1,15085.500689
-0.046667,1,15091.367715
-0.047,1,15096.825713
-0.628167,3,15107.627453
-0.607167,3,15118.836451
-0.610833,3,15129.607459
-0.220167,2,15137.237473
-0.218333,2,15145.365446
-0.623667,3,15155.929477
-0.218333,2,15164.613448
-0.2165,2,15172.844457
-0.2095,2,15181.618454
-0.218333,2,15189.824451
-0.044833,1,15195.16745
-0.218167,2,15203.551451
-0.596,3,15214.455454
-0.218833,2,15222.085443
-0.217667,2,15230.890449
-0.220167,2,15238.36145
-0.594,3,15248.465453
-0.218833,2,15256.808447
-0.605833,3,15266.606453
-0.204333,2,15274.308464
-0.047833,1,15280.476474
-0.606667,3,15291.829448
-1.294333,4,15303.865457
-0.625,3,15314.375477
-0.218833,2,15322.130492
-0.218333,2,15330.347481
-0.0475,1,15335.819489
-0.048167,1,15341.325484
-0.2195,2,15348.697482
-0.045333,1,15354.03849
-0.62,3,15364.515501
-0.204833,2,15372.582485
-0.59,3,15382.017491
-0.605167,3,15393.242491
-0.5985,3,15403.200484
-0.217333,2,15411.031494
-0.047333,1,15416.112483
-0.606167,3,15426.200487
-0.044833,1,15431.725507
-1.294333,4,15445.559502
-1.3165,4,15459.353547
-0.218167,2,15467.206542
-0.045,1,15472.787707
-0.218333,2,15481.003726
-0.047833,1,15486.193715
-2.356333,5,15499.743715
-0.218833,2,15507.944726
-0.220167,2,15515.815736
-0.6045,3,15527.531726
-0.045,1,15533.065707
-0.218333,2,15540.97871
-0.607667,3,15551.615709
-0.045,1,15557.147708
-0.046,1,15563.204735
-0.047,1,15568.831715
-0.218833,2,15576.66071
-0.046,1,15582.604718
-0.607667,3,15592.643715
-0.219667,2,15601.197727
-0.045167,1,15606.944739
-0.046167,1,15612.353735
-0.045,1,15617.209728
-0.219,2,15624.60771
-0.605167,3,15635.309717
-1.316833,4,15647.823718
-0.045333,1,15653.613736
-0.2195,2,15661.316726
-0.608,3,15671.458706
-0.218333,2,15679.50573
-0.0455,1,15685.026742
-0.6045,3,15695.409742
-0.048167,1,15701.033721
-0.607667,3,15711.120786
-0.044833,1,15716.526755
-0.047,1,15722.126775
-0.044667,1,15728.120755
-0.217667,2,15736.724758
-0.2195,2,15745.237755
-0.608,3,15755.224774
-0.620667,3,15764.283767
-0.625333,3,15774.655852
-0.218333,2,15782.720862
-0.045667,1,15787.57788
-0.045167,1,15793.349858
-0.218333,2,15802.048894
-0.219667,2,15810.643888
-0.217667,2,15819.109918
-0.218333,2,15827.744918
-0.606,3,15836.469617
-0.605833,3,15846.867618
-0.0475,1,15852.440592
-0.044667,1,15858.346665
-0.218333,2,15866.552681
-0.2195,2,15874.547681
-0.605167,3,15884.764683
-1.297167,4,15897.192688
-0.6175,3,15906.527706
-0.044667,1,15912.313688
-1.3165,4,15924.630691
-1.297667,4,15937.038681
-0.608167,3,15947.477681
-0.218833,2,15955.486737
-0.620667,3,15966.283762
-0.217667,2,15974.385748
-0.047833,1,15980.299737
-0.044833,1,15985.570735
-0.218833,2,15993.62675
-0.044833,1,15998.878744
-0.6045,3,16009.038732
-0.218167,2,16016.623736
-0.218333,2,16025.06574
-1.291833,4,16037.960748
-0.0455,1,16042.902729
-2.355667,5,16056.133735
-0.047833,1,16062.098734
-0.0475,1,16067.620747
-0.607667,3,16077.011735
-0.044667,1,16082.776736
-0.204167,2,16090.888758
-0.045167,1,16095.843738
-0.044833,1,16101.158759
-0.218833,2,16109.25176
-0.611167,3,16119.110759
-0.6185,3,16129.781783
-0.045,1,16134.680772
-0.218167,2,16142.807784
-0.595333,3,16153.115764
-0.218333,2,16161.500768
-0.045333,1,16167.058766
-0.5985,3,16178.156469
-0.6065,3,16188.964466
-0.0475,1,16194.477483
-0.2205,2,16201.661465
-0.044667,1,16207.438468
-0.044667,1,16213.262495
-0.044667,1,16219.049485
-0.218833,2,16226.728462
-0.219667,2,16235.083491
-0.234833,2,16242.534467
-1.3005,4,16255.178491
-1.279167,4,16267.799466
-0.217667,2,16276.241465
-0.625167,3,16287.320471
-0.204167,2,16294.919491
-0.2095,2,16303.692354
-0.044667,1,16309.615958
-0.6015,3,16319.645514
-1.285333,4,16332.54422
-0.204333,2,16341.098901
-0.046167,1,16346.641611
-0.045,1,16352.171018
-0.217667,2,16360.451612
-0.2195,2,16368.72564
-0.218333,2,16376.455637
-0.218833,2,16384.086645
-0.046,1,16390.138634
-0.218833,2,16397.769641
-0.619833,3,16407.355652
-0.218833,2,16415.499649
-0.045167,1,16421.429635
-0.603,3,16431.397635
-0.045167,1,16437.23964
-2.324167,5,16451.842642
-0.044667,1,16457.624637
-0.2155,2,16465.81664
-0.218833,2,16473.950636
-0.6065,3,16484.388657
-0.606667,3,16494.339632
-0.044833,1,16499.775665
-1.297,4,16513.49164
-0.044833,1,16518.941636
-1.2815,4,16531.390635
-0.609333,3,16540.319638
-1.342833,4,16552.197633
-1.293,4,16564.760633
-0.0475,1,16570.34165
-0.048167,1,16576.110636
-0.219833,2,16583.281631
-0.046,1,16589.36866
