#{"t_start": 1619512427.5835776, "env_id": null}
r,l,t
-0.218333,2,5015.907112
-0.044667,1,5021.70212
-0.046833,1,5027.218127
-2.281,5,5040.259104
-1.2895,4,5053.623121
-0.216,2,5061.357331
-0.6045,3,5072.206328
-1.297,4,5085.118336
-0.218333,2,5092.791328
-0.2195,2,5099.553328
-0.046,1,5105.566336
-0.215833,2,5113.195327
-0.2195,2,5120.896335
-0.0485,1,5126.107331
-0.601,3,5134.266331
-0.044667,1,5140.083349
-0.202333,2,5148.425348
-0.218,2,5156.143338
-0.593333,3,5166.459348
-0.046167,1,5171.990332
-0.048667,1,5176.593331
-0.2095,2,5185.223341
-0.044833,1,5190.649331
-0.047333,1,5195.691331
-0.046667,1,5200.744328
-1.296333,4,5213.744348
-1.287333,4,5226.618333
-0.608,3,5237.355331
-0.045,1,5242.877055
-1.310833,4,5255.965059
-0.046333,1,5261.881054
-0.625167,3,5272.896055
-0.047333,1,5277.947053
-0.044833,1,5283.32006
-0.625333,3,5293.49706
-1.304667,4,5305.772074
-0.216167,2,5313.080059
-2.3515,5,5328.616054
-0.045,1,5333.560055
-0.217667,2,5341.713054
-0.590667,3,5350.945059
-0.605,3,5361.365055
-0.218333,2,5369.598077
-0.612667,3,5379.659074
-0.219,2,5387.824058
-0.2195,2,5396.026052
-0.609667,3,5405.394058
-0.047167,1,5410.429053
-0.045,1,5415.912063
-0.608167,3,5426.848056
-0.216333,2,5434.499464
-0.618333,3,5444.851464
-1.299,4,5457.422491
-0.218167,2,5465.160463
-0.045,1,5470.573462
-0.044667,1,5476.432472
-0.045,1,5481.382465
-0.217,2,5489.015464
-0.046,1,5494.85847
-1.2135,4,5508.895509
-0.23,2,5516.731425
-0.044667,1,5522.491421
-1.29,4,5534.375413
-0.607667,3,5544.620414
-1.2705,4,5556.405422
-0.217833,2,5564.630434
-1.322833,4,5576.902418
-0.604833,3,5587.291427
-0.6095,3,5598.549418
-0.606667,3,5609.76943
-0.614,3,5619.498418
-0.045333,1,5625.335434
-0.045,1,5630.302545
-0.577667,3,5640.599447
-1.3115,4,5651.518416
-0.049167,1,5656.645434
-0.044667,1,5662.557435
-0.219,2,5670.334417
-0.217667,2,5678.974434
-0.046167,1,5684.489423
-1.300333,4,5696.197414
-0.219167,2,5703.766414
-0.045,1,5709.189425
-0.047,1,5714.719438
-1.318,4,5727.841659
-0.048167,1,5733.344664
-0.218833,2,5740.525661
-0.046667,1,5746.400655
-0.044667,1,5752.254663
-0.219,2,5759.356659
-0.219,2,5768.14566
-0.624333,3,5778.726662
-0.6325,3,5788.72769
-1.254333,4,5801.562666
-0.218333,2,5809.726666
-1.298833,4,5821.978678
-1.311,4,5834.199656
-0.045,1,5839.589662
-0.588,3,5848.96866
-0.6065,3,5859.289657
-0.606333,3,5870.281665
-0.2005,2,5877.921663
-0.044667,1,5883.781657
-0.046167,1,5889.153676
-0.046667,1,5895.185657
-0.621333,3,5905.749657
-0.218833,2,5913.79766
-1.288667,4,5925.406667
-0.220333,2,5933.273657
-0.045,1,5938.728664
-0.218333,2,5946.577659
-0.218,2,5954.276677
-0.219,2,5962.909658
-0.044667,1,5968.825656
-0.048167,1,5974.39666
-0.598667,3,5984.583664
-0.2195,2,5992.79066
-1.293,4,6006.649679
-0.045167,1,6012.446666
-0.607667,3,6023.366656
-0.046167,1,6028.777663
-0.046667,1,6034.717657
-0.2195,2,6042.06066
-0.0455,1,6047.510666
-0.045333,1,6053.348666
-0.619,3,6063.664662
-0.045167,1,6069.529656
-0.214333,2,6078.170658
-0.221333,2,6084.651661
-0.045167,1,6089.679273
-0.047167,1,6095.600263
-0.044667,1,6101.54091
-0.218333,2,6110.14992
-0.217667,2,6118.376912
-0.218833,2,6126.53691
-0.045,1,6131.895916
-0.045,1,6137.39291
-0.044667,1,6143.264909
-1.277667,4,6155.710921
-0.216167,2,6162.981928
-0.0455,1,6168.391921
-1.370333,4,6179.456503
-1.294833,4,6191.549502
-1.302167,4,6204.474499
-0.219,2,6213.074483
-0.044833,1,6218.348485
-0.2195,2,6226.20248
-0.044667,1,6232.028483
-0.605,3,6241.41648
-0.047,1,6247.005479
-0.0455,1,6252.506481
-0.045333,1,6258.342502
-0.046,1,6264.34048
-0.047833,1,6269.397509
-0.218833,2,6277.452479
-0.047,1,6283.064479
-0.045167,1,6288.040492
-0.044667,1,6293.897501
-0.607,3,6304.111462
-1.285,4,6316.987458
-0.0455,1,6322.414475
-0.218833,2,6330.671463
-1.283833,4,6343.179459
-0.606667,3,6353.545458
-0.219,2,6362.112458
-0.608,3,6371.518458
-0.2195,2,6378.845455
-0.047333,1,6383.906218
-0.044667,1,6389.776219
-0.045,1,6394.855218
-0.044833,1,6400.237226
-0.222667,2,6408.430219
-0.608,3,6419.409224
-1.2965,4,6432.955227
-0.623667,3,6444.701229
-0.606667,3,6455.882231
-0.044833,1,6461.19722
-0.0455,1,6466.185221
-0.045167,1,6471.307218
-0.044667,1,6477.180226
-0.217667,2,6485.462069
-0.6045,3,6495.965085
-0.215167,2,6503.592626
-0.219,2,6511.761636
-2.362333,5,6526.914631
-0.626,3,6536.821629
-0.218333,2,6544.910629
-0.045333,1,6550.89663
-0.0475,1,6556.462626
-0.047167,1,6562.537628
-1.295,4,6575.068441
-0.6065,3,6585.432439
-0.045333,1,6591.385438
-0.044667,1,6597.225442
-1.2905,4,6609.946085
-0.047167,1,6615.963094
-0.611167,3,6626.708081
-0.044667,1,6632.472086
-0.218833,2,6640.590094
-0.046,1,6646.458094
-0.045,1,6651.805095
-1.294,4,6663.995095
-0.044667,1,6669.759095
-0.0475,1,6675.268085
-0.620667,3,6686.216085
-0.610833,3,6697.020094
-0.625333,3,6706.645094
-0.218833,2,6714.776068
-0.605833,3,6724.987094
-0.620167,3,6735.452069
-0.218333,2,6743.514081
-0.236167,2,6751.338066
-0.044833,1,6756.804073
-0.611,3,6767.95111
-2.434333,5,6781.608073
-0.205,2,6790.021075
-0.218833,2,6797.758094
-0.044667,1,6803.532094
-0.604333,3,6813.174089
-0.047,1,6818.643095
-0.625,3,6826.785077
-0.044667,1,6832.611094
-0.045,1,6837.940094
-0.047167,1,6842.920073
-0.607667,3,6854.328086
-0.606667,3,6864.525094
-0.044667,1,6870.31107
-0.605833,3,6880.278085
-0.044833,1,6885.576085
-1.298,4,6898.592095
-0.044833,1,6903.900094
-0.218333,2,6912.472099
-0.05,1,6917.205075
-0.607667,3,6927.004086
-0.05,1,6931.612095
-0.607667,3,6942.053076
-0.577167,3,6951.22407
-1.284167,4,6963.550248
-0.588333,3,6974.084274
-0.048167,1,6979.624248
-0.619667,3,6989.548252
-0.602333,3,6999.809264
-0.044667,1,7005.586254
-1.2685,4,7016.492266
-1.296167,4,7027.738264
-0.2185,2,7035.331249
-0.621,3,7044.021264
-0.619,3,7054.026274
-0.237333,2,7061.394273
-1.287833,4,7074.063274
-1.291667,4,7086.963274
-0.044833,1,7092.285254
-0.044667,1,7098.162273
-1.278,4,7110.379273
-0.045167,1,7116.188273
-0.600667,3,7125.572273
-0.219,2,7134.111273
-0.047167,1,7139.06126
-0.217667,2,7146.803273
-0.048167,1,7152.311273
-0.044667,1,7158.115263
-0.218833,2,7165.780265
-0.212833,2,7173.786254
-0.2195,2,7181.892277
-0.219,2,7190.480275
-0.606167,3,7200.275278
-1.2955,4,7212.389273
-0.216333,2,7220.417276
-0.044833,1,7225.742267
-0.044667,1,7231.553274
-0.219667,2,7239.653277
-2.382833,5,7254.457265
-1.2765,4,7266.352264
-0.601833,3,7275.158273
-2.3365,5,7291.169254
-0.045333,1,7297.095264
-0.047333,1,7302.226959
-0.2195,2,7309.915956
-0.044667,1,7315.69596
-0.6005,3,7325.687958
-0.0455,1,7331.259969
-0.621167,3,7340.244949
-0.220167,2,7347.883948
-0.63,3,7357.803949
-0.045,1,7362.777957
-0.047833,1,7368.773285
-0.606667,3,7379.237282
-0.219833,2,7386.529865
-0.045,1,7391.506796
-0.219167,2,7398.927795
-0.218333,2,7407.567788
-0.045,1,7413.028794
-1.303333,4,7424.7918
-0.606667,3,7435.586789
-0.219833,2,7442.453793
-0.047167,1,7448.477791
-0.619667,3,7459.630789
-0.6045,3,7470.41579
-0.611,3,7479.452793
-1.291333,4,7492.927791
-2.374833,5,7507.512421
-0.046167,1,7512.9604
-0.219667,2,7521.636403
-0.212833,2,7529.481397
-0.592667,3,7539.812417
-0.046833,1,7545.370398
-1.344667,4,7556.418408
-0.6045,3,7567.297429
-0.045167,1,7573.159396
-0.218833,2,7580.925404
-0.2255,2,7588.681417
-0.198333,2,7597.110397
-0.605167,3,7606.690418
-0.612333,3,7618.054397
-0.6165,3,7628.732408
-1.297667,4,7641.840417
-0.0485,1,7646.877397
-0.623167,3,7657.046418
-0.044833,1,7662.444399
-0.218833,2,7670.580417
-0.6065,3,7681.920407
-1.287,4,7695.285402
-0.65,3,7705.026397
-0.218667,2,7712.694399
-0.611167,3,7723.717411
-0.217,2,7731.5244
-0.044667,1,7737.391401
-1.299,4,7750.340397
-0.217667,2,7758.559419
-0.218,2,7766.1724
-0.6065,3,7776.915402
-1.316167,4,7790.508399
-1.322167,4,7802.508397
-0.0455,1,7807.915398
-0.2195,2,7815.7314
-0.046667,1,7821.6554
-0.6045,3,7831.163396
-1.297667,4,7843.637406
-2.385667,5,7858.555397
-0.046167,1,7863.993426
-0.046833,1,7869.455416
-0.607,3,7880.199419
-0.044667,1,7886.111099
-1.275667,4,7898.488115
-0.046,1,7904.365138
-0.2155,2,7912.044121
-0.218333,2,7920.178126
-0.0485,1,7925.208116
-0.047167,1,7930.324116
-0.219,2,7938.096135
-0.606667,3,7948.772126
-0.044833,1,7954.223116
-0.044833,1,7959.622115
-0.6065,3,7970.734125
-0.217333,2,7977.885125
-0.044667,1,7983.740117
-0.608,3,7994.08312
-1.298667,4,8006.444126
-0.045167,1,8012.318122
-0.618,3,8022.861121
-0.045333,1,8028.785116
-0.6055,3,8038.747121
-0.219,2,8046.922121
-0.045,1,8051.941118
-2.366,5,8066.875117
-0.0455,1,8071.858115
-0.217667,2,8079.044124
-0.218833,2,8086.791123
-0.219667,2,8094.884124
-0.047833,1,8100.971116
-0.044667,1,8106.815117
-0.216833,2,8113.899119
-1.3055,4,8126.078116
-0.605,3,8135.609117
-0.2185,2,8143.760119
-0.045,1,8149.185121
-0.628833,3,8159.710119
-0.218833,2,8167.42012
-0.607667,3,8177.559134
-0.047167,1,8183.529116
-1.284167,4,8196.696125
-0.045167,1,8201.723122
-0.218333,2,8209.856124
-0.046833,1,8215.400789
-2.339667,5,8230.660792
-1.284667,4,8244.439792
-0.216833,2,8253.34979
-0.221167,2,8260.993809
-2.349167,5,8275.691789
-0.220167,2,8283.40579
-0.044667,1,8289.143793
-0.210333,2,8296.528789
-0.219833,2,8304.226795
-0.218333,2,8312.897793
-0.219833,2,8320.178797
-0.206167,2,8327.351797
-0.044833,1,8332.695791
-0.0485,1,8337.81479
-0.625833,3,8347.819792
-0.219,2,8356.064793
-0.044667,1,8362.154797
