#{"t_start": 1619579352.0498183, "env_id": null}
r,l,t 
-0.2195,2,19687.045548
-0.045,1,19691.993556
-1.261333,4,19704.239566
-0.045333,1,19710.081577
-0.046667,1,19715.996556
-0.044667,1,19721.913571
-0.045,1,19727.290562
-0.218167,2,19735.379558
-0.045167,1,19741.193557
-0.597667,3,19751.938568
-0.2195,2,19759.200559
-0.218333,2,19767.406566
-0.046833,1,19772.843556
-0.0485,1,19777.885577
-0.2095,2,19786.208564
-1.210333,4,19799.08256
-0.046167,1,19804.519562
-0.044833,1,19809.929552
-0.235833,2,19817.850556
-1.2925,4,19831.30256
-0.047167,1,19836.372839
-0.218833,2,19844.210094
-0.047167,1,19850.209833
-0.599,3,19859.303833
-0.2405,2,19866.410852
-0.5925,3,19877.080359
-1.255667,4,19890.223359
-0.205167,2,19897.289353
-0.0475,1,19902.763361
-0.045333,1,19908.665359
-0.218833,2,19916.808364
-1.297167,4,19929.231352
-0.607333,3,19939.19636
-0.218833,2,19947.355366
-0.5975,3,19958.567379
-0.612333,3,19969.978356
-0.219,2,19978.687352
-0.6015,3,19989.11336
-0.047,1,19994.623368
-0.6065,3,20005.122356
-0.6075,3,20016.333359
-0.047833,1,20021.364369
-1.307,4,20033.826358
-0.218333,2,20042.430364
-0.216667,2,20049.624381
-0.046333,1,20055.529381
-0.6045,3,20065.935223
-0.2095,2,20074.236219
-0.044667,1,20080.087219
-0.044833,1,20085.59222
-0.6045,3,20096.917224
-0.219,2,20105.467251
-0.044667,1,20111.426225
-0.044667,1,20117.287242
-0.618667,3,20127.435219
-0.218333,2,20135.739228
-0.217,2,20143.95222
-0.044833,1,20149.36522
-0.6035,3,20159.07922
-0.605333,3,20168.941222
-1.299167,4,20179.924233
-0.0455,1,20185.409219
-0.218333,2,20194.099248
-0.046,1,20200.023219
-0.2155,2,20208.227232
-0.206667,2,20215.421484
-0.215667,2,20223.702219
-1.2955,4,20236.309242
-0.218833,2,20244.520239
-1.311167,4,20256.886225
-0.044667,1,20262.77422
-0.218833,2,20270.819219
-0.218833,2,20279.41722
-0.208333,2,20287.96422
-1.299,4,20301.887224
-1.297333,4,20313.69422
-0.609167,3,20324.11622
-0.044667,1,20330.051221
-0.218833,2,20337.824224
-0.605167,3,20348.508219
-1.267,4,20362.592237
-0.218333,2,20371.255251
-1.294333,4,20384.239244
-0.607,3,20393.830246
-0.044667,1,20399.697242
-1.2925,4,20413.817246
-0.218333,2,20423.006251
-0.216333,2,20431.105244
-0.2185,2,20439.08225
-0.218167,2,20446.550241
-0.0485,1,20451.858243
-0.044833,1,20457.580241
-0.219667,2,20465.978245
-0.045333,1,20471.910246
-0.218333,2,20480.17524
-0.046333,1,20486.240242
-0.218333,2,20494.527244
-0.2195,2,20501.845245
-0.045,1,20507.332251
-0.045,1,20512.385242
-0.046,1,20518.32926
-0.221,2,20526.180243
-0.2205,2,20533.52024
-0.219,2,20541.730269
-0.2095,2,20550.102269
-1.297,4,20562.656241
-0.219667,2,20571.084241
-0.613833,3,20580.959246
-0.045333,1,20587.207246
-0.6045,3,20598.20125
-0.218333,2,20607.338243
-0.6065,3,20619.247241
-0.218333,2,20628.41824
-0.2195,2,20637.256243
-1.254167,4,20650.783262
-0.046167,1,20656.616259
-0.5805,3,20667.576248
-0.2195,2,20676.20124
-0.220167,2,20684.173696
-0.605167,3,20696.134696
-0.6045,3,20707.538694
-0.220167,2,20716.158704
-0.044833,1,20722.129701
-0.615333,3,20733.519697
-0.045,1,20738.851698
-0.224667,2,20747.324704
-0.217667,2,20756.003694
-1.277667,4,20770.980695
-0.044667,1,20777.374722
-0.203667,2,20786.183696
-0.047833,1,20792.477701
-0.219,2,20801.996694
-1.275833,4,20815.970698
-0.044667,1,20822.027698
-0.044833,1,20827.835697
-0.621333,3,20838.907706
-0.045,1,20844.428694
-0.217667,2,20853.431716
-0.046333,1,20859.789714
-0.044667,1,20865.7547
-0.608333,3,20874.968694
-0.045167,1,20880.126723
-0.219,2,20888.840704
-0.600333,3,20899.709726
-1.288,4,20911.924694
-0.6045,3,20922.782705
-0.605667,3,20934.1747
-2.374833,5,20949.105714
-0.603,3,20957.693718
-0.2195,2,20965.555703
-1.297667,4,20978.189714
-0.044667,1,20984.072713
-0.047333,1,20989.239698
-0.218333,2,20997.417714
-0.608333,3,21006.407695
-0.044667,1,21012.346701
-0.218,2,21019.547723
-0.219,2,21028.301706
-0.049667,1,21033.549703
-0.605,3,21043.381701
-0.046333,1,21049.344698
-0.198333,2,21057.378704
-0.219,2,21066.088632
-0.044667,1,21071.95664
-0.045667,1,21076.955633
-1.294,4,21089.486638
-0.045,1,21094.917633
-0.217667,2,21103.628637
-0.216333,2,21111.871637
-0.211,2,21120.586661
-0.6045,3,21130.581653
-0.045,1,21136.069632
-1.276667,4,21148.957635
-0.217,2,21157.113638
-2.376167,5,21171.592639
-0.2195,2,21179.312939
-0.218333,2,21188.005929
-1.306,4,21199.668947
-1.28,4,21211.102937
-0.0475,1,21216.595948
-1.296333,4,21228.254957
-0.049167,1,21233.459962
-0.045333,1,21238.882948
-1.2765,4,21252.295935
-0.231833,2,21259.816948
-0.218333,2,21268.449929
-0.047167,1,21274.448935
-1.276167,4,21286.976957
-1.216333,4,21300.547939
-0.22,2,21308.281948
-0.6285,3,21317.977929
-0.218833,2,21326.106482
-0.204333,2,21334.571482
-0.05,1,21339.324494
-1.309,4,21351.533483
-0.219167,2,21359.784482
-0.045167,1,21364.888483
-0.217667,2,21373.528483
-0.044833,1,21378.921478
-0.591833,3,21389.221475
-0.046,1,21395.136477
-1.300167,4,21407.300474
-0.044667,1,21413.170493
-0.2195,2,21420.91748
-0.044833,1,21426.400479
-0.598667,3,21437.137474
-0.044667,1,21443.006478
-0.218333,2,21451.715474
-0.216833,2,21459.854484
-0.2085,2,21467.437479
-0.219,2,21476.144481
-0.044667,1,21482.005484
-0.218833,2,21490.211482
-0.2195,2,21497.588493
-0.047333,1,21502.644488
-0.215,2,21511.268477
-0.047,1,21516.861482
-0.590833,3,21527.468485
-0.218333,2,21535.713474
-1.214333,4,21549.086489
-0.218333,2,21557.303481
-0.219167,2,21564.554493
-0.044667,1,21570.492479
-0.046333,1,21576.484475
-0.218333,2,21585.135474
-0.044667,1,21591.016905
-0.046,1,21596.930902
-1.291667,4,21610.285876
-0.610833,3,21621.763879
-0.581167,3,21631.783876
-0.046,1,21637.625886
-0.218333,2,21646.341878
-0.607667,3,21656.175883
-0.044667,1,21661.955889
-0.618833,3,21673.244789
-1.2865,4,21685.908808
-1.275833,4,21698.712783
-1.2865,4,21711.14379
-0.2165,2,21718.833796
-0.0455,1,21724.409781
-0.044833,1,21729.751792
-0.044833,1,21735.147781
-1.291,4,21747.869786
-0.044667,1,21753.667798
-0.218,2,21761.264798
-0.219167,2,21768.914844
-0.607667,3,21779.884818
-0.218333,2,21788.531819
-0.044667,1,21794.392842
-0.046833,1,21799.854836
-0.610167,3,21810.601826
-0.605167,3,21821.02682
-0.044667,1,21826.818838
-0.219167,2,21833.975827
-1.308333,4,21847.635821
-0.621833,3,21858.450823
-0.634667,3,21868.130827
-1.291333,4,21879.052817
-0.2195,2,21887.159837
-0.218833,2,21895.409838
-0.219,2,21903.582824
-0.217,2,21911.628824
-0.044833,1,21917.032837
-0.045333,1,21922.468818
-0.602667,3,21932.379825
-0.628833,3,21942.852845
-0.204833,2,21950.447016
-0.045333,1,21956.377992
-0.219833,2,21964.178106
-0.046833,1,21969.69499
-1.300333,4,21983.014007
-0.218333,2,21990.821989
-0.220333,2,21999.111003
-0.229833,2,22006.964993
-0.218833,2,22015.231995
-0.209667,2,22023.860133
-0.218833,2,22031.908129
-0.044667,1,22037.819133
-0.218333,2,22045.458139
-0.6035,3,22056.123126
-0.045333,1,22062.115124
-0.044667,1,22067.908074
-0.219,2,22076.53106
-0.045,1,22081.520076
-0.045,1,22086.934067
-0.217667,2,22095.080066
-1.282667,4,22107.360065
-0.628667,3,22116.572075
-0.205833,2,22124.233053
-0.621333,3,22134.338057
-0.611667,3,22143.470066
-0.6065,3,22154.762065
-0.220167,2,22162.510059
-0.2365,2,22169.880066
-0.572,3,22180.679044
-0.220333,2,22188.915066
-0.044667,1,22194.702059
-0.044667,1,22200.498049
-0.628333,3,22211.192066
-0.044833,1,22216.573055
-1.31,4,22228.328058
-0.202333,2,22236.74706
-0.045167,1,22242.579058
-0.217667,2,22250.848063
-0.219667,2,22258.593075
-0.214333,2,22266.220047
-0.044667,1,22272.111054
-0.219667,2,22280.779064
-0.204333,2,22288.777055
-0.603,3,22299.74106
-0.5985,3,22310.525054
-0.044667,1,22316.382066
-0.045333,1,22320.980065
-0.0455,1,22325.95906
-0.044667,1,22331.761075
-0.218833,2,22339.487055
-0.044667,1,22345.288059
-0.59,3,22355.273055
-0.046,1,22361.236091
-0.218333,2,22369.385091
-1.297667,4,22382.295089
-0.624,3,22392.80009
-0.044667,1,22398.584097
-0.044667,1,22404.390111
-0.044667,1,22410.284101
-0.238333,2,22417.64911
-0.219667,2,22425.859104
-0.044667,1,22431.769101
-0.044667,1,22437.648533
-0.044833,1,22443.061532
-1.279167,4,22456.539535
-0.044833,1,22461.959561
-0.620667,3,22473.448538
-0.6055,3,22484.108559
-0.607667,3,22494.767538
-1.286,4,22506.388536
-1.281833,4,22518.610545
-0.218333,2,22526.515535
-0.608,3,22536.54354
-0.218333,2,22545.154536
-0.629333,3,22554.451539
-0.047833,1,22560.584532
-1.300167,4,22573.218533
-0.218833,2,22581.426553
-0.0485,1,22586.630531
-0.047,1,22592.194532
-0.219,2,22600.42956
-0.045,1,22605.949535
-0.219167,2,22613.653566
-0.218833,2,22621.488532
-0.613833,3,22632.359536
-0.045333,1,22638.25756
-0.045167,1,22644.14754
-0.608,3,22655.058542
-0.2195,2,22663.268535
-0.219,2,22671.944538
-0.045333,1,22677.420536
-0.607667,3,22687.775534
-0.0485,1,22692.874551
-1.291667,4,22705.178549
-0.046333,1,22711.14756
-0.606333,3,22722.039532
-0.218333,2,22730.786532
-0.2155,2,22738.052536
-0.618,3,22748.246541
-0.230167,2,22756.236531
-0.629833,3,22766.009536
-1.336833,4,22778.821243
-0.045333,1,22784.20224
-0.045167,1,22790.038239
-0.218333,2,22798.678231
-0.2195,2,22807.320233
-1.311333,4,22820.633238
-1.3015,4,22833.508237
-0.219,2,22841.70778
-0.605,3,22851.509791
-0.624,3,22862.045775
-1.306667,4,22873.750766
-0.217,2,22881.863765
-1.314667,4,22893.052767
-0.608,3,22902.400762
-0.045,1,22907.891765
-0.044667,1,22913.775786
-1.298,4,22926.191785
-1.283333,4,22939.719859
-0.605167,3,22950.757864
-0.2195,2,22958.956865
-2.4145,5,22973.275862
-0.6205,3,22982.49986
-0.045,1,22987.961859
-1.275667,4,23001.947861
-0.218833,2,23010.105865
-0.605833,3,23019.76086
-0.044667,1,23025.630866
-0.045167,1,23031.516862
-0.2195,2,23038.897859
-0.215167,2,23046.496871
-0.6045,3,23056.851863
-0.220167,2,23064.290867
-0.0475,1,23069.887859
-0.046167,1,23075.32089
-0.044833,1,23080.686862
-0.047333,1,23086.278859
-0.216,2,23093.896862
-0.583,3,23103.424865
-1.268167,4,23115.711863
-0.607667,3,23125.38986
-1.3135,4,23138.634871
-0.0485,1,23143.73486
-0.2155,2,23151.863859
-0.623667,3,23162.155869
-0.219,2,23170.117868
-1.288333,4,23182.381865
-1.2895,4,23195.010866
-0.212333,2,23202.782864
-0.044833,1,23208.185878
-0.217667,2,23216.52686
-0.611,3,23227.868887
-0.044667,1,23233.718863
-0.045,1,23239.23187
-0.044833,1,23244.638862
-0.218333,2,23252.840659
-0.219,2,23261.600647
-0.218333,2,23270.257655
-0.217333,2,23278.008651
-0.217667,2,23286.652653
-0.218833,2,23294.77866
-0.218333,2,23303.51166
-0.045333,1,23308.933657
-0.219167,2,23316.181647
-0.607667,3,23327.052649
-0.0455,1,23332.503646
-1.289833,4,23345.97668
-0.044833,1,23351.461674
-0.607,3,23361.810647
-0.591167,3,23372.131656
-0.5995,3,23383.050651
-0.219,2,23391.755646
-0.218833,2,23400.005646
-0.044667,1,23405.948647
-0.047833,1,23411.981664
-0.610667,3,23422.831653
-0.046,1,23428.863652
-0.230167,2,23436.826646
-0.044667,1,23442.766646
-0.218167,2,23450.924675
-0.627333,3,23460.629675
-0.044667,1,23466.560649
-0.6035,3,23476.547646
-1.245833,4,23490.46465
-0.6285,3,23501.058652
-0.219833,2,23508.82466
-0.047,1,23514.408645
-0.604333,3,23525.330674
-0.6045,3,23535.817658
-0.623333,3,23546.55465
-0.618,3,23556.75265
-0.217667,2,23564.413646
-0.2195,2,23571.759649
-1.300167,4,23584.346646
-0.220333,2,23593.000651
-0.044667,1,23598.951665
-0.611,3,23608.461652
-0.2195,2,23615.782646
-2.285,5,23630.531646
-1.246167,4,23643.811646
-0.219667,2,23652.037658
-0.218333,2,23660.296647
-0.044667,1,23666.17565
-0.2265,2,23674.027651
-0.2195,2,23681.78265
-0.218833,2,23689.492652
-0.219833,2,23697.319646
-0.218833,2,23705.069651
-0.218833,2,23712.83665
-0.212167,2,23720.103652
-0.047833,1,23725.195663
-0.047,1,23730.694674
-0.044667,1,23736.598646
-0.046,1,23742.604657
-0.605667,3,23752.066656
-1.2975,4,23765.132175
-0.205,2,23773.588184
-1.2975,4,23785.305167
-1.296,4,23797.564169
-0.204833,2,23805.517157
-0.611,3,23816.381156
-1.264167,4,23829.082174
-1.279833,4,23842.046165
-2.3655,5,23858.538162
-1.2765,4,23870.606157
-0.6115,3,23881.407164
-0.6065,3,23892.284174
-0.044667,1,23898.156164
-0.603333,3,23908.550156
-0.044667,1,23914.416157
-1.297833,4,23926.053164
-0.216333,2,23934.280185
-0.044667,1,23940.135155
-2.356,5,23956.320174
-0.6045,3,23966.868156
-0.209333,2,23974.465159
-1.294,4,23986.980277
-0.6325,3,23996.727155
-0.218833,2,24004.484164
-2.325333,5,24019.189159
-1.296,4,24030.996156
-0.215833,2,24038.690176
-0.218333,2,24046.558344
-0.219167,2,24053.819166
-0.047833,1,24059.862174
-0.234333,2,24067.963171
-0.607667,3,24077.919197
-1.307833,4,24090.660211
-0.046167,1,24096.338211
-0.045167,1,24102.333199
-0.044667,1,24108.330201
-0.218833,2,24116.360194
-0.045167,1,24122.35922
-0.6065,3,24133.631221
-1.298,4,24146.413192
-0.619,3,24157.04707
-2.240333,5,24171.907089
-0.628167,3,24181.627089
-0.219167,2,24189.33608
-1.286833,4,24201.419075
-0.0475,1,24206.93808
-0.046167,1,24212.39808
-0.607,3,24222.845082
-0.618,3,24231.486082
-1.3115,4,24244.664071
-0.047,1,24250.233103
-0.046333,1,24256.180091
-0.218833,2,24263.86008
-0.218833,2,24272.110089
-0.045333,1,24278.01708
-0.220167,2,24285.787077
-0.585167,3,24296.70307
-0.044667,1,24302.565101
-1.296833,4,24315.389081
-0.619667,3,24326.654089
-0.220167,2,24334.200077
-0.218833,2,24342.682099
-0.045333,1,24348.881095
-0.045,1,24354.356098
-0.220667,2,24362.10507
-0.219167,2,24369.409076
-0.219667,2,24378.123099
-0.046,1,24384.071089
-0.608,3,24394.833099
-0.044667,1,24400.676075
-0.6025,3,24410.80008
-1.294,4,24423.826073
-0.608,3,24433.294101
-0.219667,2,24441.572077
-0.2165,2,24449.38707
-0.219167,2,24456.62008
-0.607667,3,24467.497074
-0.604667,3,24477.787071
-0.218333,2,24486.046087
-0.044667,1,24491.954086
-0.607667,3,24502.341089
-0.218833,2,24510.06509
-0.044667,1,24516.013082
-0.6065,3,24526.769069
-1.318,4,24540.066075
-0.044667,1,24546.130074
-1.321167,4,24557.953083
-0.219167,2,24566.253078
-0.218333,2,24575.322071
-0.215833,2,24582.678078
-0.217333,2,24590.383078
-0.044833,1,24595.790072
-0.602,3,24607.217084
-0.605833,3,24617.246079
-0.045,1,24622.717089
-0.591167,3,24633.15107
-0.047333,1,24638.303078
-1.2905,4,24651.646098
-0.045,1,24657.14107
-1.317667,4,24669.085089
-0.046833,1,24674.57807
-0.204333,2,24683.03807
-1.302667,4,24695.829089
-1.300667,4,24709.71708
-0.603667,3,24719.890725
-0.046,1,24725.837723
-0.218333,2,24733.588724
-0.624333,3,24743.849742
-1.262667,4,24756.406734
-0.046,1,24762.313755
-0.046,1,24768.383732
-0.2195,2,24776.583743
-0.046,1,24782.477732
-0.044833,1,24787.980742
-0.606,3,24798.443751
-0.601333,3,24808.517725
-0.217833,2,24817.293728
-0.2195,2,24824.144735
-0.219,2,24832.80473
-1.2975,4,24845.889734
-1.314167,4,24858.071752
-0.6105,3,24868.153728
-0.216333,2,24876.356724
-0.606333,3,24886.256724
-0.626167,3,24895.582733
-1.3195,4,24907.397739
-1.289833,4,24920.027723
-0.045333,1,24925.512742
-0.605,3,24934.980727
-0.044833,1,24940.380743
-0.2185,2,24948.255736
-0.209833,2,24956.407724
-0.605833,3,24967.240743
-0.219,2,24975.581739
-0.217,2,24983.223724
-0.609167,3,24994.069739
-0.2185,2,25001.326742
-0.228,2,25008.167727
-0.6045,3,25019.45674
-0.044833,1,25024.852736
-1.277833,4,25038.592137
-2.368333,5,25052.879142
-0.045333,1,25058.702138
-0.605,3,25069.449158
-0.044667,1,25075.315151
-0.5885,3,25085.971149
-0.219,2,25094.584139
-0.047,1,25100.127148
-0.044833,1,25105.450143
-0.046,1,25111.355145
-0.2195,2,25120.019157
-0.045333,1,25125.825151
-1.300667,4,25137.516166
-0.044833,1,25142.88114
-0.045333,1,25148.70715
-0.045167,1,25154.517136
-0.044667,1,25160.376147
-0.048167,1,25165.884139
-0.044667,1,25171.670145
-0.044667,1,25177.536147
-1.268333,4,25191.280145
-0.047833,1,25197.273153
-0.218333,2,25205.893136
-1.2415,4,25218.923156
-1.286833,4,25232.800143
-0.045667,1,25237.745142
-0.044667,1,25243.53217
-0.045333,1,25249.435164
-0.219,2,25258.008163
-0.044667,1,25263.809171
-0.044667,1,25269.698165
-0.218833,2,25277.812169
-0.2195,2,25285.941165
-0.606333,3,25295.99116
-0.049167,1,25301.099156
-0.044667,1,25306.906162
-2.395667,5,25322.847176
-0.044667,1,25328.690176
-0.610667,3,25339.376162
-0.044833,1,25344.797172
-0.045167,1,25350.606171
-0.044833,1,25355.929165
-0.218333,2,25364.559165
-0.045167,1,25370.377155
-0.218333,2,25378.996983
-0.214833,2,25387.173001
-0.6045,3,25397.589986
-1.2765,4,25411.386992
-0.218833,2,25419.661993
-0.618833,3,25430.194986
-2.387667,5,25446.379002
-0.603667,3,25457.161676
-0.044667,1,25462.997683
-0.607667,3,25473.425694
-0.044833,1,25478.806679
-0.219,2,25487.035687
-0.216667,2,25494.756695
-0.6065,3,25505.774678
-0.047167,1,25511.760679
-0.573167,3,25522.166695
-0.217833,2,25530.349687
-1.217833,4,25543.728696
-0.047,1,25549.338683
-0.219167,2,25557.985697
-0.0455,1,25562.962704
-0.048167,1,25568.597677
-1.2635,4,25582.488695
-0.219,2,25591.133681
-0.217667,2,25599.803682
-0.048167,1,25605.384685
-0.046667,1,25610.372687
-0.045167,1,25616.330678
-1.317667,4,25629.527679
-1.2905,4,25640.909678
-0.218333,2,25649.540704
-0.045,1,25654.990681
-0.046,1,25660.993696
-0.618667,3,25671.495695
-0.605833,3,25682.290695
-0.6045,3,25693.159678
-0.047,1,25698.695686
-0.044667,1,25704.535694
-1.318333,4,25718.306688
-1.296167,4,25730.954677
-0.6,3,25741.908679
-0.218167,2,25750.147694
-0.218333,2,25758.358704
-1.298667,4,25769.688695
-1.3235,4,25782.587704
-1.300167,4,25795.550695
-1.297,4,25809.485678
-0.044667,1,25815.349687
-0.616167,3,25826.359695
-0.045167,1,25832.329686
-1.341167,4,25843.388704
-0.607667,3,25854.283698
-0.046,1,25860.230695
-0.22,2,25867.561695
-0.044667,1,25873.491686
-0.218833,2,25881.184684
-0.606667,3,25891.261681
-0.045333,1,25897.244677
-1.298667,4,25909.569695
-2.407333,5,25924.820683
-0.605167,3,25935.226681
-2.325,5,25949.579676
-0.219,2,25957.418681
-1.316167,4,25970.613695
-0.607667,3,25981.411704
-0.6015,3,25991.846682
-2.322167,5,26006.20068
-0.2095,2,26013.988682
-1.3005,4,26026.039694
-0.047,1,26031.586697
-0.218833,2,26039.815677
-0.044667,1,26045.669682
-0.219167,2,26052.919695
-0.5855,3,26063.720704
-0.218333,2,26072.344678
-1.286833,4,26085.489682
-0.044667,1,26091.421752
-0.2195,2,26098.74368
-0.049167,1,26103.901678
-0.044833,1,26109.374676
-0.047167,1,26114.377604
-0.047833,1,26119.4636
-0.044667,1,26125.387601
-0.218167,2,26133.583585
-1.287667,4,26145.929604
-0.618333,3,26156.223585
-0.622,3,26165.573584
-0.219167,2,26173.438586
-0.605,3,26184.049596
-0.046667,1,26189.164602
-0.045333,1,26195.190609
-1.293,4,26208.372613
-0.220167,2,26216.112631
-0.046,1,26222.062625
-0.047833,1,26228.178632
-0.218833,2,26236.357622
-0.218333,2,26244.990612
-0.587833,3,26256.191616
-0.044667,1,26262.046622
-0.607667,3,26272.920612
-0.6045,3,26283.843623
-0.044667,1,26289.702631
-1.306333,4,26302.886644
-0.218333,2,26311.594654
-0.045,1,26317.027632
-0.045,1,26322.036633
-2.3665,5,26336.00771
-0.604667,3,26345.901646
-0.046,1,26351.933645
-0.227167,2,26359.385645
-0.044833,1,26364.786635
-0.044667,1,26370.721636
-0.219,2,26378.949631
-0.218333,2,26387.187644
-1.2775,4,26401.144644
-0.218833,2,26409.308646
-0.6045,3,26419.350634
-0.048167,1,26425.017635
-0.200667,2,26432.621521
-1.289833,4,26444.780067
-0.607667,3,26454.576046
-0.05,1,26459.186051
-1.297167,4,26471.433056
-0.218833,2,26479.252038
-0.6045,3,26489.954057
-0.204333,2,26498.322073
-0.044667,1,26504.167049
-0.045,1,26509.586056
-0.205167,2,26516.98504
-0.6065,3,26527.393078
-0.218333,2,26534.938073
-1.2865,4,26548.266061
-0.045,1,26553.696061
-2.394333,5,26568.081972
-0.6045,3,26577.896
-1.2815,4,26589.486973
-0.044667,1,26595.302978
-0.217667,2,26603.543
-0.218333,2,26612.043973
-0.218333,2,26620.656042
-0.602333,3,26631.308038
-0.562833,3,26641.600046
-0.5895,3,26652.659047
-0.607667,3,26662.276059
-0.607667,3,26673.025044
-0.6065,3,26684.325047
-0.219,2,26692.922068
-0.2195,2,26701.07804
-0.608667,3,26711.129045
-0.219667,2,26718.447042
-0.044667,1,26724.315042
-0.606167,3,26734.787037
-0.218833,2,26742.962792
-0.630167,3,26752.6488
-0.045,1,26757.639799
-1.268167,4,26771.432821
-0.218333,2,26780.005789
-0.217667,2,26788.593808
-0.044667,1,26794.384791
-0.604833,3,26805.220811
-0.219167,2,26812.940808
-1.314167,4,26825.207808
-0.0475,1,26830.733798
-0.047833,1,26836.74681
-0.218333,2,26845.283808
-0.605833,3,26856.539791
-0.218833,2,26864.69681
-0.618333,3,26875.240799
-0.205667,2,26882.942713
-0.047,1,26888.433736
-0.218333,2,26897.132711
-0.047833,1,26903.271704
-0.220167,2,26910.977708
-0.218333,2,26919.172707
-0.218833,2,26927.455714
-0.599167,3,26938.213706
-0.044667,1,26944.076704
-0.601,3,26954.960706
-0.198333,2,26963.375733
-0.607667,3,26973.766708
-0.605833,3,26985.075711
-0.044667,1,26990.949726
-0.218333,2,26999.609706
-2.367833,5,27014.680727
-0.2195,2,27023.362704
-0.045,1,27028.824705
-0.218833,2,27036.926492
-0.044833,1,27042.38147
-0.625167,3,27053.332467
-0.045,1,27058.292467
-0.607667,3,27069.047463
-0.044833,1,27074.382486
-0.216833,2,27082.065508
-0.218833,2,27090.142508
-0.218833,2,27098.3539
-0.044667,1,27104.223909
-1.2685,4,27117.038907
-0.6165,3,27128.005911
-0.218333,2,27136.702904
-0.218833,2,27144.294931
-0.218333,2,27152.487907
-0.607667,3,27162.81292
-0.2115,2,27170.364909
-0.587167,3,27181.73393
-1.300667,4,27194.574929
-0.046833,1,27199.975929
-0.045167,1,27205.87093
-0.219833,2,27213.542902
-0.218833,2,27221.641929
-0.629667,3,27231.735921
-0.044667,1,27237.52992
-0.220167,2,27245.217929
-0.6065,3,27256.10892
-0.0455,1,27261.025908
-0.218167,2,27269.1329
-0.6045,3,27278.764908
-1.277167,4,27292.280909
-0.218333,2,27300.964902
-1.294,4,27313.937919
-0.0475,1,27319.480902
-0.609833,3,27329.549911
-0.045,1,27334.95392
-0.219833,2,27341.6969
-0.046333,1,27347.655931
-0.044667,1,27353.465929
-0.044833,1,27358.80292
-0.045333,1,27364.697928
-0.218333,2,27372.84192
-0.586,3,27382.332935
-0.606167,3,27391.895919
-0.2195,2,27399.309923
-0.047,1,27404.784908
-0.219,2,27413.395929
-1.310167,4,27425.652908
-0.046167,1,27431.17392
-0.049167,1,27436.3839
-0.219833,2,27444.939909
-0.212667,2,27453.134919
-0.045,1,27458.592909
-1.294333,4,27471.10792
-0.6045,3,27482.333919
-1.3045,4,27495.767928
-0.044667,1,27501.568929
-0.6065,3,27512.369072
-0.044667,1,27518.231929
-0.219667,2,27526.850903
-0.22,2,27534.05993
-0.047167,1,27540.002921
-0.218333,2,27548.162912
-0.605167,3,27559.455909
-0.218333,2,27567.999901
-0.0455,1,27573.39692
-0.044667,1,27579.326924
-0.044667,1,27585.12892
-0.044833,1,27590.468949
-0.047,1,27595.959932
-0.210333,2,27604.097952
-0.044667,1,27609.904939
-0.623667,3,27620.902931
-0.219,2,27629.759929
-0.045333,1,27635.095949
-0.6065,3,27645.97794
-0.601167,3,27656.344941
-0.218833,2,27664.519917
-0.045333,1,27669.949943
-1.269667,4,27682.055948
-0.046667,1,27687.957927
-0.217,2,27695.625929
-0.047167,1,27701.561931
-0.6045,3,27712.324941
-0.588667,3,27723.289938
-0.219,2,27731.901932
-0.619667,3,27742.372938
-0.6065,3,27753.140938
-0.044667,1,27758.98093
-0.218333,2,27766.648948
-0.218333,2,27775.24194
-0.204333,2,27783.712923
-0.047167,1,27789.713938
-0.047,1,27795.234917
-0.215667,2,27802.914939
-0.045,1,27808.374939
-1.294333,4,27821.970951
-0.045,1,27827.377922
-0.044667,1,27833.287784
-0.608167,3,27844.60278
-0.044667,1,27850.492785
-0.218833,2,27858.697794
-0.601333,3,27869.032805
-0.047833,1,27875.0668
-0.045167,1,27881.003783
-0.6065,3,27892.287781
-0.607667,3,27902.675782
-0.219,2,27911.44378
-0.045333,1,27917.330137
-0.211667,2,27925.652124
-0.204333,2,27933.782122
-0.219,2,27942.447113
-1.285333,4,27954.541136
-1.2975,4,27968.049124
-0.218333,2,27976.654127
-0.045,1,27981.640126
-1.297,4,27995.347138
-0.204167,2,28003.350144
-0.623667,3,28014.608154
-0.044667,1,28020.564153
-0.2245,2,28028.49214
-0.217333,2,28036.446167
-0.046167,1,28042.037146
-0.046,1,28048.183154
-0.045,1,28053.717154
-0.044833,1,28059.119156
-0.046333,1,28065.079162
-0.046,1,28071.006153
-0.603,3,28081.494155
-0.605167,3,28091.951154
-1.325167,4,28103.798154
-0.044667,1,28109.678533
-0.605,3,28120.448544
-1.2865,4,28133.055536
-0.046167,1,28138.496554
-0.605167,3,28149.08054
-0.213667,2,28157.767552
-0.048167,1,28163.339549
-0.047333,1,28168.406532
-1.283333,4,28181.484538
-1.293333,4,28193.168553
-0.6065,3,28203.595534
-0.204333,2,28211.698552
-0.049167,1,28216.856555
-0.6045,3,28227.919544
-2.3015,5,28243.146573
-0.6065,3,28254.475572
-0.596667,3,28264.628577
-0.219,2,28273.399571
-1.283333,4,28287.257597
-0.0475,1,28292.814572
-0.044667,1,28298.686583
-0.6005,3,28309.555588
-1.278,4,28321.684589
-0.204833,2,28329.269577
-0.218333,2,28337.533583
-0.607667,3,28347.906589
-0.605833,3,28358.694597
-0.6045,3,28369.162597
